text_input,output
"Consider a two-layer shield where a high-Z material is placed first, followed by a low-Z material. If the incident gamma-ray energy is significantly above the energy corresponding to the minimum attenuation coefficient in the high-Z material, how is the overall buildup factor approximated using one common recipe?
A: The buildup factor of the low-Z layer is used, evaluated for the full thickness of the shield.
B: The product of the buildup factor of the high-Z layer (evaluated at its thickness) and the buildup factor of the low-Z layer (evaluated at its thickness and an energy corresponding to the minimum attenuation in the high-Z material).
C: The sum of the buildup factors for each layer evaluated independently.
D: The buildup factor of the high-Z layer is used, evaluated for the full thickness of the shield.",B
"What is the relationship between the SI unit (Gray) and the conventional unit (rad) for absorbed dose?
A: 1 Gray = 1 rad
B: 1 Gray = 10 rads
C: 1 Gray = 100 rads
D: 1 rad = 100 Grays",C
"A fast breeder reactor is fueled with 500 kg of 239Pu initially and consumes plutonium at a rate of 1 kg per day. If the breeding gain is 0.15, what is the approximate exponential doubling time of the fissile inventory?
A: 5.5 years
B: 6.3 years
C: 9.1 years
D: 13.1 years",B
"The 2200 meters-per-second flux (φ₀) is a pseudoflux commonly used in thermal reactor calculations. For what primary purpose is φ₀ most useful?
A: Calculating the total thermal neutron density.
B: Determining the spatial distribution of thermal neutrons.
C: Computing neutron absorption rates using 0.0253 eV cross-sections.
D: Estimating the average energy of thermal neutrons.",C
"The exponential integral function E_n(x) is defined by which of the following integrals?
A: $\int_x^\infty \frac{e^{-t}}{t^n} dt$
B: $\int_0^x \frac{e^{-t}}{t^n} dt$
C: $\int_x^\infty t^n e^{-t} dt$
D: $\int_0^x t^n e^{-t} dt$",A
"Which of the following isotopes is classified as fissile, meaning it can be fissioned by absorbing a neutron with essentially zero kinetic energy?
A: Uranium-238
B: Thorium-232
C: Plutonium-239
D: Uranium-236",C
"In nuclear fuel elements, what heat transfer mechanism is primarily responsible for moving heat from the interior of a solid fuel rod to its surface?
A: Convection
B: Radiation
C: Conduction
D: Neutron scattering",C
"Xenon-135 is produced in a nuclear reactor primarily through which processes?
A: Only by direct fission yield.
B: Only by the decay of Iodine-135.
C: By both direct fission yield and the decay of Iodine-135.
D: By the decay of Samarium-149.",C
"Which of the following best describes the typical containment structure levels for a Boiling Water Reactor (BWR)?
A: A single, robust containment building.
B: Primary containment enclosing the reactor (e.g., dry well and suppression pool) and a secondary containment corresponding to the reactor building.
C: Three levels of containment, including a separate fuel handling area containment.
D: A reactor vessel acting as the sole containment barrier.",B
"The Westinghouse AP600 advanced PWR design relies heavily on passive safety systems. Which of the following is a specific passive core cooling feature implemented in the AP600 during a Loss of Coolant Accident (LOCA)?
A: Recirculation of water from the suppression pool using motor-driven pumps.
B: Injection of borated water from accumulators pressurized by nitrogen.
C: Flow of coolant from an external pool to the reactor under gravity, enabled by an automatic depressurization system.
D: Use of part-strength control rods to reduce reactivity insertion during an accident.",C
"What is the approximate average energy of prompt neutrons released in 235U fission?
A: 0.73 MeV
B: 1.98 MeV
C: 5 MeV
D: 12 MeV",B
"Which type of reactor design discussed commonly utilizes horizontal steam generators?
A: CANDU
B: HTGR
C: AGR
D: VVER",D
"Consider the general reactivity equation for a reactor with six groups of delayed neutrons. How many roots (values of w) does this equation have for a given non-zero reactivity, and what does the root with the smallest absolute value primarily determine?
A: Six roots; the initial prompt jump behavior.
B: Seven roots; the stable reactor period.
C: Six roots; the stable reactor period.
D: Seven roots; the prompt neutron lifetime.",B
"An atmospheric temperature profile where a parcel of air, if displaced vertically, experiences no change in buoyancy relative to the surrounding atmosphere is referred to as:
A: Superadiabatic
B: Stable
C: Neutral
D: Inversion",C
"Why do Liquid Metal Cooled Fast Breeder Reactor (LMFBR) power plants typically utilize an intermediate sodium loop between the primary reactor loop and the steam generators?
A: To increase the overall thermal efficiency of the plant.
B: To prevent the highly radioactive primary sodium from directly contacting water.
C: To reduce pressure in the steam generators.
D: To filter impurities from the primary sodium coolant.",B
"Nuclear power plant safety relies on a defense-in-depth approach employing multiple barriers and three levels of safety. Considering the hierarchy of these concepts, which barrier is typically the last line of defense against the release of large amounts of radioactivity to the environment from the facility itself?
A: Fuel cladding
B: Closed coolant system
C: Reactor vessel
D: Containment structure",D
"A neutron with initial energy E undergoes an elastic collision with a nucleus of mass number A. If the neutron is scattered directly backward (scattering angle θ = π), what is the kinetic energy of the scattered neutron (E')?
A: E' = ((A+1)/(A-1))² * E
B: E' = ((A-1)/(A+1))² * E
C: E' = (A-1)/(A+1) * E
D: E' = (A+1)/(A-1) * E",B
"If a nuclear reactor operating at steady state experiences a significant reduction in power, how does the concentration of Xenon-135 typically change?
A: It decreases due to reduced fission rate.
B: It increases due to decreased burnout.
C: It remains constant as production and removal rates balance.
D: It rapidly decays away, reducing negative reactivity.",B
"For a material like lead, which gamma-ray interaction process is dominant in the energy range from approximately 0.5 MeV to 5 MeV?
A: Photoelectric Effect
B: Pair Production
C: Compton Scattering
D: Nuclear Reactions",C
"Tritium is primarily described as a pure emitter of which type of radiation?
A: Alpha particles
B: Beta particles
C: Gamma rays
D: Neutrons",B
"Under US Nuclear Regulatory Commission regulations, a space accessible to personnel is defined as a radiation area if a person could receive a dose rate exceeding what value?
A: 100 mrems/week
B: 2.5 mrems/hr
C: 5 mrems/hr
D: 50 mrems/year",C
"What are the standard units used to express population dose?
A: rems
B: mrem/hr
C: person-rems
D: Curies",C
"In water-moderated reactors, chemical shim, typically using boric acid, is often employed. What is a common application for chemical shim?
A: To provide rapid reactor shutdown during emergencies.
B: To compensate for swift reactivity changes caused by temperature fluctuations.
C: To manage long-term reactivity changes such as fuel depletion and fission product buildup.
D: To increase the neutron multiplication factor beyond criticality.",C
"The VVER 440 reactor design, while sharing similarities with Western PWRs, includes distinct features. Which of the following is NOT a characteristic of the VVER 440 series described?
A: Uses hexagonal fuel assemblies.
B: Has six primary coolant loops.
C: Employs a containment system similar to standard Western PWR pressure suppression designs.
D: Utilizes boric acid for reactivity control.",C
"What standard represents the maximum concentration of a radionuclide in air or water that, over a 50-year working lifetime of constant daily intake, does not cause the dose equivalent rate to any organ to exceed the maximum permissible dose rate for that organ?
A: Annual Limit on Intake (ALI)
B: Derived Air Concentration (DAC)
C: Maximum Permissible Concentration (MPC)
D: Working Level (WL)",C
"If a tissue receives an absorbed dose of 5 rad from a radiation type with a Quality Factor (Q) of 10, what is the dose equivalent in rem?
A: 0.5 rem
B: 5 rem
C: 10 rem
D: 50 rem",D
"For a fixed amount and enrichment of enriched uranium product (with fixed feed enrichment), how do the required natural uranium feed and the separative work unit (SWU) change as the tails enrichment is decreased?
A: Feed decreases, SWU decreases
B: Feed decreases, SWU increases
C: Feed increases, SWU decreases
D: Feed increases, SWU increases",B
"What is the definition of the fast fission factor (ε) in a nuclear reactor?
A: The ratio of neutrons produced by thermal fission to those produced by fast fission.
B: The ratio of the total number of neutrons emitted from both thermal and fast fission to the number emitted in thermal fission alone.
C: The probability that a fast neutron causes fission before slowing down.
D: The number of fast neutrons produced per thermal neutron absorbed.",B
"What is the term for the lowest energy state in which an atom is normally found?
A: Ionized state
B: Ground state
C: Excited state
D: Metastable state",B
"If a radioactive nuclide has a decay constant (λ) of 0.05 hr⁻¹, what is its half-life (T₁/₂)?
A: Approximately 6.93 hours
B: Approximately 13.86 hours
C: Approximately 20.0 hours
D: Approximately 0.072 hours",B
"In a reactor coolant channel with non-uniform axial heat production (e.g., a cosine distribution), the maximum fuel and cladding temperatures typically occur beyond the axial midpoint of the fuel. What are the primary reasons for this phenomenon?
A: The heat flux is highest at the midpoint, causing the temperature difference (Tm - Tb) to be maximum there, while Tb increases.
B: The coolant temperature continually increases along the channel, and the heat flux, although decreasing past the midpoint, decreases slowly enough initially that the increasing coolant temperature drives the fuel/cladding temperature higher.
C: Turbulent flow causes significant radial temperature gradients, shifting the maximum temperature axially.
D: Axial heat conduction in the fuel and cladding shifts the maximum temperature upstream from the peak heat production location.",B
